,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),IDF,테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교,대회명
25,강은식,4,0:49:06,18,4,7,12,58.30%,0,1,0.00%,4,4,100.00%,9,3,3,2,0.5,3,0,0,0,5,3,0,0,2,0,0,3,0,0,2001,한양대학교,MBC배 대학리그
26,강은식,6,2:21:03,74,12,29,44,65.90%,1,1,100.00%,13,25,52.00%,18,40,9,7,1.2,1,6,0,0,10,14,0,0,10,0,0,8,0,0,2003,한양대학교,MBC배 대학리그
27,강은식,4,1:38:35,61,15,24,42,57.10%,0,1,0.00%,13,17,76.50%,12,21,8,8,2,6,4,0,0,6,10,0,0,11,0,0,10,0,0,2004,한양대학교,MBC배 대학리그
28,강준구,4,0:21:22,10,2,0,2,0.00%,3,5,60.00%,1,2,50.00%,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1999,한양대학교,MBC배 대학리그
29,강준구,6,2:11:12,57,9,9,15,60.00%,10,29,34.50%,9,13,69.20%,7,4,1,1,0.2,1,0,0,0,7,5,0,0,3,0,0,7,0,0,2000,한양대학교,MBC배 대학리그
30,강준구,5,2:25:34,56,11,9,18,50.00%,11,29,37.90%,5,6,83.30%,1,13,2,5,1,2,0,0,0,5,5,0,0,2,0,0,11,0,0,2001,한양대학교,MBC배 대학리그
31,강창모,4,0:41:54,11,2,5,9,55.60%,0,0,0.00%,1,6,16.70%,7,9,4,0,0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,2006,동국대학교,MBC배 대학리그
32,강창모,2,1:03:50,24,12,10,16,62.50%,0,0,0.00%,4,8,50.00%,7,7,7,0,0,2,0,0,0,0,4,0,0,4,0,0,6,0,0,2010,동국대학교,MBC배 대학리그
33,강창모,22,8:44:50,175,7,72,137,52.60%,0,0,0.00%,31,50,62.00%,77,56,6,12,0.5,12,28,0,0,37,32,0,0,22,6,1,27,0,0,2011,동국대학교,대학농구리그
34,강창모,3,1:32:03,25,8,10,20,50.00%,0,0,0.00%,5,9,55.60%,13,5,6,1,0.3,5,1,0,0,5,7,0,0,3,0,0,7,0,0,2011,동국대학교,MBC배 대학리그
35,강창모,9,0:21:26,1,0,0,3,0.00%,0,0,0.00%,1,2,50.00%,2,1,0,0,0,1,0,0,0,3,1,0,0,2,0,0,3,0,0,2012,동국대학교,대학농구리그
36,강호연,9,0:18:37,5,0,1,3,33.30%,1,5,20.00%,0,0,0.00%,2,0,0,0,0,1,0,0,0,3,2,0,0,1,0,1,0,0,0,2012,명지대학교,대학농구리그
37,강호연,3,0:10:08,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2012,명지대학교,MBC배 대학리그
38,강호연,16,3:50:59,59,3,2,18,11.10%,18,64,28.10%,1,1,100.00%,10,14,1,2,0.1,4,2,0,0,5,18,0,0,5,1,4,15,4,3,2013,명지대학교,대학농구리그
39,강호연,3,1:23:00,29,9,4,9,44.40%,7,31,22.60%,0,0,0.00%,2,7,3,0,0,2,1,0,0,4,2,0,0,1,1,0,2,0,2,2013,명지대학교,MBC배 대학리그
40,강호연,9,2:00:41,39,4,3,12,25.00%,10,33,30.30%,3,4,75.00%,5,11,1,2,0.2,3,2,0,0,11,8,0,0,0,1,0,6,3,0,2014,명지대학교,대학농구리그
41,강호연,3,0:51:03,18,6,3,5,60.00%,4,20,20.00%,0,0,0.00%,2,0,0,0,0,3,0,0,0,2,5,0,0,1,1,0,6,3,1,2014,명지대학교,MBC배 대학리그
42,강호연,15,4:44:13,109,7,14,35,40.00%,27,78,34.60%,0,0,0.00%,12,30,2,5,0.3,12,1,0,0,14,22,0,0,6,5,2,18,15,5,2015,명지대학교,대학농구리그
43,강호연,5,2:13:09,72,14,13,22,59.10%,13,35,37.10%,7,7,100.00%,6,12,3,0,0,5,2,0,0,4,7,0,0,6,3,0,5,7,1,2015,명지대학교,MBC배 대학리그
44,고재호,18,1:44:36,27,1,6,12,50.00%,3,8,37.50%,6,6,100.00%,1,12,0,9,0.5,2,0,0,0,2,4,0,0,0,2,0,9,11,3,2011,고려대학교,대학농구리그
45,고재호,19,0:47:15,9,0,1,3,33.30%,1,4,25.00%,4,4,100.00%,0,6,0,5,0.3,2,0,0,0,3,3,0,0,1,1,1,7,4,0,2012,고려대학교,대학농구리그
46,고재호,3,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,고려대학교,MBC배 대학리그
47,곽동기,16,6:03:22,104,6,45,89,50.60%,0,0,0.00%,14,21,66.70%,48,68,7,4,0.3,11,20,0,0,35,13,0,0,13,1,1,24,9,1,2016,상명대학교,대학농구리그
48,곽동기,1,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,상명대학교,MBC배 대학리그
49,곽동기,16,7:27:34,204,12,87,169,51.50%,0,3,0.00%,30,47,63.80%,51,64,7,8,0.5,14,21,0,0,27,24,0,1,1,0,1,61,7,1,2017,상명대학교,대학농구리그
50,곽동기,3,0:12:34,4,1,2,6,33.30%,0,0,0.00%,0,0,0.00%,3,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2017,상명대학교,MBC배 대학리그
51,곽동기,15,3:17:23,82,5,34,70,48.60%,0,0,0.00%,14,19,73.70%,32,31,4,9,0.6,11,4,0,0,14,9,0,0,0,2,0,15,2,0,2018,상명대학교,대학농구리그
52,곽동기,4,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,상명대학교,MBC배 대학리그
53,곽동기,16,9:25:32,301,18,117,206,56.80%,8,36,22.20%,43,58,74.10%,80,68,9,31,1.9,22,15,0,0,34,24,0,0,0,4,1,56,32,8,2019,상명대학교,대학농구리그
54,곽동기,4,2:24:01,77,19,29,52,55.80%,2,7,28.60%,13,17,76.50%,9,15,6,4,1,4,3,0,0,8,2,0,0,0,0,0,15,5,3,2019,상명대학교,MBC배 대학리그
55,곽정훈,16,4:29:42,149,9,51,90,56.70%,10,42,23.80%,17,29,58.60%,43,42,5,3,0.2,10,6,0,0,17,16,0,0,3,24,11,14,14,3,2017,상명대학교,대학농구리그
56,곽정훈,3,1:02:32,36,12,9,12,75.00%,5,13,38.50%,3,5,60.00%,3,7,3,3,1,4,1,0,0,0,6,0,0,1,5,0,5,0,1,2017,상명대학교,MBC배 대학리그
57,곽정훈,15,5:03:01,148,9,20,47,42.60%,31,89,34.80%,15,24,62.50%,21,55,5,1,0.1,15,5,0,0,14,11,0,0,0,6,4,12,6,0,2018,상명대학교,대학농구리그
58,곽정훈,4,2:19:23,101,25,28,40,70.00%,7,34,20.60%,24,34,70.60%,9,27,9,2,0.5,9,2,0,0,4,8,0,0,0,10,3,6,0,0,2018,상명대학교,MBC배 대학리그
59,곽정훈,15,9:10:35,267,17,66,131,50.40%,35,102,34.30%,30,44,68.20%,38,104,9,15,1,26,6,1,2,19,21,0,0,2,27,12,27,6,1,2019,상명대학교,대학농구리그
60,곽정훈,4,2:23:48,73,18,14,27,51.90%,12,28,42.90%,9,11,81.80%,12,26,9,1,0.3,7,4,0,0,4,6,0,0,1,3,4,4,0,0,2019,상명대학교,MBC배 대학리그
61,곽정훈,3,1:48:25,38,12,10,16,62.50%,4,18,22.20%,6,7,85.70%,3,24,9,12,4,6,3,0,0,3,8,0,0,0,2,3,14,0,0,2020,상명대학교,대학농구리그
62,곽정훈,3,1:59:45,75,25,23,37,62.20%,7,23,30.40%,8,13,61.50%,12,24,12,3,1,2,3,0,0,3,3,0,0,1,7,4,6,0,0,2020,상명대학교,대학농구리그
63,권성진,15,0:10:39,2,0,1,3,33.30%,0,1,0.00%,0,0,0.00%,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,경희대학교,대학농구리그
64,권성진,5,0:09:50,8,1,1,1,100.00%,2,2,100.00%,0,0,0.00%,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,2015,경희대학교,MBC배 대학리그
65,권성진,16,1:48:19,22,1,6,16,37.50%,3,13,23.10%,1,2,50.00%,3,4,0,1,0.1,2,0,0,0,1,12,0,0,10,2,1,8,1,0,2016,경희대학교,대학농구리그
66,권성진,3,0:04:34,0,0,0,0,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2016,경희대학교,MBC배 대학리그
67,권성진,16,5:06:43,97,6,21,39,53.80%,16,56,28.60%,7,11,63.60%,10,29,2,18,1.1,10,1,0,0,8,26,0,0,3,9,0,13,11,0,2017,경희대학교,대학농구리그
68,권성진,5,2:18:42,66,13,11,25,44.00%,13,32,40.60%,5,6,83.30%,6,16,4,13,2.6,5,3,0,0,1,6,0,0,3,4,3,7,9,1,2017,경희대학교,MBC배 대학리그
69,권성진,16,9:16:55,214,13,33,81,40.70%,44,148,29.70%,16,24,66.70%,14,55,4,46,2.9,18,3,0,0,17,14,0,0,1,8,7,39,26,1,2018,경희대학교,대학농구리그
70,권성진,4,2:13:14,39,9,10,25,40.00%,6,28,21.40%,1,2,50.00%,5,15,5,8,2,2,0,0,0,5,3,0,0,2,5,3,7,2,0,2018,경희대학교,MBC배 대학리그
71,권시현,16,4:13:50,62,3,18,39,46.20%,7,51,13.70%,5,9,55.60%,18,17,2,8,0.5,18,6,0,0,10,12,0,0,10,5,3,19,10,1,2015,단국대학교,대학농구리그
72,권시현,4,2:41:49,74,18,22,46,47.80%,6,31,19.40%,12,17,70.60%,10,9,4,3,0.8,16,1,0,0,4,8,0,0,9,9,2,6,2,0,2015,단국대학교,MBC배 대학리그
73,권시현,16,9:15:55,263,16,75,149,50.30%,30,83,36.10%,23,38,60.50%,23,31,3,15,0.9,30,1,0,0,12,33,0,0,21,19,7,28,7,4,2016,단국대학교,대학농구리그
74,권시현,6,3:57:01,76,12,16,50,32.00%,10,52,19.20%,14,17,82.40%,15,14,4,10,1.7,8,0,0,0,1,15,0,0,9,4,4,18,12,9,2016,단국대학교,MBC배 대학리그
75,권시현,16,8:50:38,244,15,67,123,54.50%,28,108,25.90%,26,35,74.30%,18,31,3,42,2.6,37,2,0,0,12,25,0,0,1,24,9,36,13,10,2017,단국대학교,대학농구리그
76,권시현,5,3:04:43,94,18,26,43,60.50%,10,39,25.60%,12,15,80.00%,6,17,4,19,3.8,8,0,0,0,2,7,0,0,4,11,4,8,2,2,2017,단국대학교,MBC배 대학리그
77,권시현,16,9:40:31,351,21,88,209,42.10%,40,125,32.00%,55,72,76.40%,27,50,4,55,3.4,49,3,0,0,16,19,0,0,4,24,17,45,6,1,2018,단국대학교,대학농구리그
78,권시현,5,1:59:33,64,12,19,37,51.40%,5,20,25.00%,11,13,84.60%,7,13,4,16,3.2,2,0,0,0,6,4,0,0,2,3,2,15,1,0,2018,단국대학교,MBC배 대학리그
79,권용웅,7,1:25:00,22,3,6,12,50.00%,2,4,50.00%,4,4,100.00%,5,5,1,5,0.7,4,1,0,0,2,4,0,0,3,0,0,3,0,0,2007,연세대학교,MBC배 대학리그
80,권용웅,6,1:34:20,32,5,7,11,63.60%,5,9,55.60%,3,4,75.00%,5,10,2,5,0.8,7,0,0,0,8,7,0,0,1,0,0,2,0,0,2008,연세대학교,MBC배 대학리그
81,권용웅,6,1:50:07,34,5,9,14,64.30%,4,22,18.20%,4,8,50.00%,10,4,2,3,0.5,2,0,0,0,9,9,0,0,2,0,0,4,0,0,2009,연세대학교,MBC배 대학리그
82,권용웅,5,1:30:04,16,3,5,11,45.50%,2,7,28.60%,0,0,0.00%,2,4,1,9,1.8,6,0,0,0,1,8,0,0,3,0,0,11,0,0,2010,연세대학교,MBC배 대학리그
83,권철현,2,0:26:52,10,5,4,7,57.10%,0,0,0.00%,2,3,66.70%,3,4,3,1,0.5,1,0,0,0,1,2,0,0,1,0,0,2,0,0,2002,중앙대학교,MBC배 대학리그
84,권철현,4,1:29:22,50,12,8,25,32.00%,11,32,34.40%,1,4,25.00%,6,15,5,0,0,3,2,0,0,4,3,0,0,7,0,0,4,0,0,2003,중앙대학교,MBC배 대학리그
85,권철현,2,0:16:04,4,2,2,3,66.70%,0,4,0.00%,0,0,0.00%,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2005,중앙대학교,MBC배 대학리그
86,권혁준,16,7:45:58,157,9,56,119,47.10%,9,33,27.30%,18,26,69.20%,21,32,3,26,1.6,24,0,0,0,12,23,0,0,19,8,4,26,4,3,2016,경희대학교,대학농구리그
87,권혁준,3,1:45:50,37,12,11,18,61.10%,3,8,37.50%,6,7,85.70%,2,6,2,9,3,7,0,0,0,3,4,0,0,2,2,1,9,0,0,2016,경희대학교,MBC배 대학리그
88,권혁준,5,1:31:17,29,5,10,24,41.70%,2,10,20.00%,3,5,60.00%,9,4,2,13,2.6,9,0,0,0,4,8,0,0,1,3,2,10,2,4,2017,경희대학교,대학농구리그
89,권혁준,5,2:09:21,47,9,16,33,48.50%,3,7,42.90%,6,10,60.00%,12,10,4,15,3,9,0,0,0,5,8,0,0,1,8,4,7,4,0,2017,경희대학교,MBC배 대학리그
90,권혁준,14,7:22:26,236,16,72,132,54.50%,22,43,51.20%,26,37,70.30%,31,35,4,53,3.8,29,0,0,0,9,18,0,0,2,23,10,28,3,0,2018,경희대학교,대학농구리그
91,권혁준,4,2:16:34,57,14,20,43,46.50%,3,9,33.30%,8,9,88.90%,5,16,5,16,4,9,0,0,0,5,3,0,0,0,6,2,9,0,0,2018,경희대학교,MBC배 대학리그
92,권혁준,16,9:08:45,216,13,56,133,42.10%,23,60,38.30%,35,43,81.40%,29,60,5,69,4.3,29,1,0,0,13,18,0,0,2,20,13,41,18,3,2019,경희대학교,대학농구리그
93,권혁준,4,2:02:40,53,13,15,27,55.60%,4,13,30.80%,11,14,78.60%,5,15,5,19,4.8,3,2,0,0,3,6,0,0,0,5,3,10,0,0,2019,경희대학교,MBC배 대학리그
94,기승호,3,1:03:19,25,8,10,16,62.50%,0,15,0.00%,5,6,83.30%,2,15,5,3,1,2,0,0,0,3,2,0,0,5,0,0,2,0,0,2004,동국대학교,MBC배 대학리그
95,기승호,5,0:54:43,9,1,3,6,50.00%,1,8,12.50%,0,0,0.00%,2,12,2,1,0.2,1,0,0,0,3,6,0,0,3,0,0,3,0,0,2005,동국대학교,MBC배 대학리그
96,기승호,6,3:19:29,103,17,35,59,59.30%,8,26,30.80%,9,15,60.00%,7,25,5,4,0.7,7,1,0,0,6,8,0,0,6,0,0,7,0,0,2006,동국대학교,MBC배 대학리그
97,기승호,5,3:07:11,84,16,29,52,55.80%,5,17,29.40%,11,15,73.30%,25,29,10,6,1.2,3,2,0,0,5,11,0,0,3,0,0,13,0,0,2007,동국대학교,MBC배 대학리그
98,김강선,5,2:06:56,41,8,13,24,54.20%,4,15,26.70%,3,10,30.00%,13,12,5,0,0,4,3,0,0,8,14,0,0,2,0,0,9,0,0,2005,동국대학교,MBC배 대학리그
99,김강선,6,1:17:58,23,3,4,8,50.00%,1,4,25.00%,12,15,80.00%,2,7,1,0,0,2,0,0,0,3,5,0,0,6,0,0,4,0,0,2006,동국대학교,MBC배 대학리그
100,김강선,5,2:38:44,73,14,13,19,68.40%,13,37,35.10%,8,12,66.70%,4,14,3,5,1,5,1,0,0,8,11,0,0,2,0,0,8,0,0,2007,동국대학교,MBC배 대학리그
101,김강선,4,2:10:21,88,22,20,29,69.00%,11,28,39.30%,15,18,83.30%,3,5,2,3,0.8,7,0,0,0,4,11,0,0,5,0,0,5,0,0,2008,동국대학교,MBC배 대학리그
102,김건우,3,0:48:01,19,6,9,15,60.00%,0,0,0.00%,1,2,50.00%,7,5,4,0,0,1,1,0,0,3,3,0,0,1,0,0,3,0,0,2008,동국대학교,MBC배 대학리그
103,김건우,6,2:49:01,60,10,18,40,45.00%,4,13,30.80%,12,17,70.60%,13,21,5,4,0.7,3,3,0,0,3,10,0,0,2,0,0,12,0,0,2009,동국대학교,MBC배 대학리그
104,김건우,3,1:04:27,23,7,7,17,41.20%,2,4,50.00%,3,4,75.00%,8,2,3,0,0,1,0,0,0,3,7,0,0,2,0,0,6,0,0,2010,동국대학교,MBC배 대학리그
105,김건우,17,9:31:47,281,16,94,193,48.70%,18,61,29.50%,39,47,83.00%,60,86,8,21,1.2,12,11,0,0,30,31,0,0,7,11,7,25,0,0,2011,동국대학교,대학농구리그
106,김건우,3,1:36:07,47,15,10,26,38.50%,7,12,58.30%,6,6,100.00%,13,12,8,4,1.3,6,1,0,0,3,5,0,0,0,3,1,8,0,0,2011,동국대학교,MBC배 대학리그
107,김경록,2,0:04:03,5,2,1,1,100.00%,1,1,100.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,고려대학교,MBC배 대학리그
108,김경수,3,1:29:39,26,8,4,6,66.70%,4,6,66.70%,6,6,100.00%,3,6,3,5,1.7,2,0,0,0,2,4,0,0,5,0,0,7,0,0,2010,상명대학교,MBC배 대학리그
109,김경수,21,10:20:44,190,9,53,111,47.70%,13,62,21.00%,45,66,68.20%,15,50,3,48,2.3,27,0,0,0,38,42,0,0,34,11,12,60,2,0,2011,상명대학교,대학농구리그
110,김경수,3,1:18:13,3,1,1,12,8.30%,0,6,0.00%,1,2,50.00%,2,4,2,6,2,4,1,0,0,1,8,0,0,2,0,2,7,0,0,2011,상명대학교,MBC배 대학리그
111,김경수,20,11:19:05,324,16,73,137,53.30%,42,149,28.20%,52,83,62.70%,15,46,3,31,1.6,21,1,0,0,37,28,0,0,27,24,13,38,36,11,2012,상명대학교,대학농구리그
112,김경수,3,1:40:51,39,13,6,16,37.50%,7,14,50.00%,6,7,85.70%,3,8,3,2,0.7,2,0,0,0,3,4,0,0,6,3,2,10,8,3,2012,상명대학교,MBC배 대학리그
113,김경원,16,5:50:04,165,10,72,123,58.50%,0,0,0.00%,21,33,63.60%,45,73,7,13,0.8,10,14,1,1,12,9,0,0,11,2,3,16,6,1,2016,연세대학교,대학농구리그
114,김경원,6,1:18:06,39,6,18,33,54.50%,0,0,0.00%,3,5,60.00%,21,14,5,1,0.2,7,8,1,1,6,4,0,0,1,4,0,4,4,1,2016,연세대학교,MBC배 대학리그
115,김경원,5,2:32:35,79,15,33,54,61.10%,2,5,40.00%,7,13,53.80%,31,38,13,9,1.8,7,5,0,1,7,0,0,0,0,2,0,8,1,1,2017,연세대학교,MBC배 대학리그
116,김경원,16,5:49:32,180,11,74,98,75.50%,7,17,41.20%,11,19,57.90%,60,80,8,32,2,13,25,0,0,16,11,0,0,2,6,1,14,1,0,2018,연세대학교,대학농구리그
117,김경원,5,2:04:32,62,12,23,36,63.90%,2,8,25.00%,10,14,71.40%,17,28,9,9,1.8,4,4,2,2,14,0,0,0,1,2,2,5,0,0,2018,연세대학교,MBC배 대학리그
118,김경원,16,7:07:57,216,13,95,142,66.90%,3,13,23.10%,17,32,53.10%,77,95,10,24,1.5,20,33,0,0,22,9,0,0,1,5,1,21,5,1,2019,연세대학교,대학농구리그
119,김경원,4,1:45:51,45,11,21,27,77.80%,0,5,0.00%,3,3,100.00%,19,27,11,1,0.3,4,6,0,0,4,4,0,0,0,0,0,4,0,0,2019,연세대학교,MBC배 대학리그
120,김광원,3,0:33:47,12,4,6,11,54.50%,0,0,0.00%,0,0,0.00%,2,2,1,0,0,0,1,0,0,2,1,0,0,1,0,0,3,0,0,2001,중앙대학교,MBC배 대학리그
121,김광원,2,1:16:00,35,17,15,23,65.20%,0,0,0.00%,5,10,50.00%,11,13,12,2,1,2,3,0,0,3,5,0,0,3,0,0,4,0,0,2002,중앙대학교,MBC배 대학리그
122,김광원,4,1:35:36,20,5,8,19,42.10%,0,0,0.00%,4,9,44.40%,6,6,3,1,0.3,1,6,0,0,5,5,0,0,2,0,0,9,0,0,2003,중앙대학교,MBC배 대학리그
123,김광원,5,1:10:02,26,5,8,12,66.70%,0,0,0.00%,10,14,71.40%,9,7,3,2,0.4,2,6,0,0,8,7,0,0,0,0,0,2,0,0,2004,중앙대학교,MBC배 대학리그
124,김광철,16,5:17:23,86,5,30,84,35.70%,3,11,27.30%,17,26,65.40%,27,23,3,26,1.6,17,4,0,0,10,22,0,0,1,3,3,43,0,0,2013,동국대학교,대학농구리그
125,김광철,2,0:17:58,11,5,4,6,66.70%,0,1,0.00%,3,5,60.00%,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2013,동국대학교,MBC배 대학리그
126,김광철,16,5:49:38,84,5,31,66,47.00%,1,15,6.70%,19,28,67.90%,29,38,4,16,1,9,3,0,0,15,31,0,0,7,5,2,21,3,3,2014,동국대학교,대학농구리그
127,김광철,16,8:27:48,139,8,38,94,40.40%,7,16,43.80%,42,52,80.80%,31,72,6,31,1.9,18,3,0,0,14,38,0,0,12,7,3,40,0,1,2015,동국대학교,대학농구리그
128,김광철,3,1:29:58,16,5,6,17,35.30%,0,1,0.00%,4,6,66.70%,4,10,4,3,1,4,1,0,0,3,6,0,0,1,1,0,6,0,0,2015,동국대학교,MBC배 대학리그
129,김광철,15,6:52:50,173,11,55,116,47.40%,8,30,26.70%,39,48,81.30%,30,47,5,20,1.3,23,4,0,0,22,20,0,0,14,12,1,42,7,4,2016,동국대학교,대학농구리그
130,김광철,4,1:02:54,26,6,13,21,61.90%,0,0,0.00%,0,0,0.00%,5,11,4,4,1,6,0,0,0,0,4,0,0,2,3,2,4,2,0,2016,동국대학교,MBC배 대학리그
131,김국찬,13,5:21:50,84,6,18,39,46.20%,14,59,23.70%,6,9,66.70%,15,38,4,6,0.5,15,2,0,0,10,16,0,0,6,6,0,25,0,0,2014,중앙대학교,대학농구리그
132,김국찬,4,1:47:00,34,8,7,13,53.80%,5,12,41.70%,5,6,83.30%,3,11,3,5,1.3,3,0,0,0,4,6,0,0,0,5,2,6,0,0,2014,중앙대학교,MBC배 대학리그
133,김국찬,16,6:24:39,173,10,41,91,45.10%,22,78,28.20%,25,29,86.20%,29,59,5,14,0.9,22,9,2,2,28,10,0,0,6,5,1,27,2,0,2015,중앙대학교,대학농구리그
134,김국찬,3,1:13:20,32,10,12,20,60.00%,2,15,13.30%,2,2,100.00%,9,7,5,2,0.7,1,1,1,1,5,1,0,0,0,3,0,7,0,0,2015,중앙대학교,MBC배 대학리그
135,김국찬,16,7:53:02,255,15,75,133,56.40%,28,90,31.10%,21,29,72.40%,49,88,8,12,0.8,24,17,6,6,25,21,0,0,13,17,2,34,1,0,2016,중앙대학교,대학농구리그
136,김국찬,4,1:58:02,38,9,13,23,56.50%,3,23,13.00%,3,7,42.90%,8,23,7,3,0.8,4,4,0,0,6,5,0,0,3,1,2,12,0,0,2016,중앙대학교,MBC배 대학리그
137,김국찬,14,6:21:51,208,14,42,82,51.20%,33,87,37.90%,25,34,73.50%,34,62,6,53,3.8,22,10,3,3,11,14,0,0,1,11,6,26,1,1,2017,중앙대학교,대학농구리그
138,김국찬,1,0:30:00,28,28,5,7,71.40%,4,7,57.10%,6,6,100.00%,1,2,3,1,1,1,0,0,0,3,0,0,0,0,1,0,3,0,0,2017,중앙대학교,MBC배 대학리그
139,김기만,7,2:27:49,67,9,14,28,50.00%,11,22,50.00%,6,12,50.00%,7,7,2,3,0.4,9,1,0,0,7,12,0,0,3,1,0,8,0,0,1999,고려대학교,MBC배 대학리그
140,김기성,4,0:12:15,0,0,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,2009,명지대학교,MBC배 대학리그
141,김기성,3,0:37:58,6,2,0,5,0.00%,2,4,50.00%,0,0,0.00%,1,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,2010,명지대학교,MBC배 대학리그
142,김기성,22,10:32:52,295,13,61,115,53.00%,54,124,43.50%,11,14,78.60%,16,55,3,37,1.7,23,2,0,0,10,20,0,0,7,31,18,36,10,3,2011,명지대학교,대학농구리그
143,김기성,3,1:24:30,10,3,3,18,16.70%,1,10,10.00%,1,4,25.00%,0,7,2,3,1,2,0,0,0,2,6,0,0,4,0,5,3,2,0,2011,명지대학교,MBC배 대학리그
144,김기성,22,12:41:52,383,17,109,210,51.90%,49,120,40.80%,18,22,81.80%,37,63,4,81,3.7,29,0,0,0,28,31,0,0,10,33,9,62,12,0,2012,명지대학교,대학농구리그
145,김기성,3,2:00:00,37,12,8,32,25.00%,6,15,40.00%,3,6,50.00%,9,11,6,15,5,4,0,0,0,4,3,0,0,4,2,1,13,9,2,2012,명지대학교,MBC배 대학리그
146,김기윤,22,7:03:48,98,4,27,56,48.20%,4,29,13.80%,32,43,74.40%,6,40,2,87,4,20,1,0,0,24,31,0,0,15,15,11,52,0,0,2011,연세대학교,대학농구리그
147,김기윤,4,1:32:25,18,4,5,11,45.50%,0,3,0.00%,8,9,88.90%,2,8,2,12,3,2,0,0,0,5,7,0,0,5,3,1,9,0,0,2011,연세대학교,MBC배 대학리그
148,김기윤,20,6:22:35,147,7,36,57,63.20%,16,58,27.60%,27,38,71.10%,9,33,2,74,3.7,19,6,0,0,15,24,0,0,9,14,5,35,37,5,2012,연세대학교,대학농구리그
149,김기윤,3,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,연세대학교,MBC배 대학리그
150,김기윤,16,4:54:13,98,6,21,47,44.70%,14,43,32.60%,14,19,73.70%,4,17,1,35,2.2,7,0,0,0,12,20,0,0,8,9,5,26,20,3,2013,연세대학교,대학농구리그
151,김기윤,5,2:09:53,46,9,10,18,55.60%,6,20,30.00%,8,10,80.00%,2,10,2,11,2.2,6,0,0,0,4,6,0,0,4,4,1,8,11,4,2013,연세대학교,MBC배 대학리그
152,김기윤,16,5:23:29,124,7,31,60,51.70%,16,38,42.10%,14,17,82.40%,8,25,2,38,2.4,16,0,0,0,3,28,0,0,6,13,0,18,8,0,2014,연세대학교,대학농구리그
153,김기윤,5,1:14:10,19,3,6,10,60.00%,1,7,14.30%,4,4,100.00%,3,2,1,8,1.6,1,0,0,0,4,5,0,0,3,2,1,9,3,1,2014,연세대학교,MBC배 대학리그
154,김낙현,15,4:26:29,65,4,21,39,53.80%,6,28,21.40%,5,9,55.60%,9,21,2,11,0.7,16,1,0,0,9,22,0,0,8,8,0,14,27,3,2014,고려대학교,대학농구리그
155,김낙현,5,1:58:30,26,5,7,16,43.80%,4,18,22.20%,0,0,0.00%,4,11,3,7,1.4,5,1,0,0,2,6,0,0,0,2,3,4,12,0,2014,고려대학교,MBC배 대학리그
156,김낙현,16,6:28:15,119,7,33,52,63.50%,15,61,24.60%,8,16,50.00%,16,28,2,19,1.2,29,1,0,0,19,20,0,0,10,7,1,14,25,4,2015,고려대학교,대학농구리그
157,김낙현,5,2:07:37,42,8,6,17,35.30%,8,15,53.30%,6,7,85.70%,0,20,4,12,2.4,8,0,0,0,3,5,0,0,3,1,0,3,12,0,2015,고려대학교,MBC배 대학리그
158,김낙현,16,8:03:11,183,11,55,99,55.60%,17,58,29.30%,22,30,73.30%,23,44,4,31,1.9,22,2,0,0,10,21,0,0,8,7,2,12,17,2,2016,고려대학교,대학농구리그
